Num;                 Наименование вещества                ;  N CAS   ;Формула; Величина ПДК, мг/л  ;Лимитирующий показатель вредности      ;Класс опасности
1289; Циклогекс-3-енкарб-1-альдегид                   ; 100-50-5   ;СНО                ;0,1;    общ.          ;3
1290; Циклогексиламин                                 ; 108-91-8   ;CHN                ;0,1;    общ.          ;3
1291; Циклогексиламина гидрохлорид                    ;4998-76-9   ;CHN+ClH            ;2;    с.-т.         ;2
1292; Циклогексиламина карбонат                       ;            ;CHN + 1/СНО        ;0,01;    с.-т.         ;2
1293; Циклогексиламина хромат                         ;            ;CHN + 1/CrHO       ;0,01;    с.-т.         ;2
1294; Циклогексилимид (Z)-дихлорбутендиоат            ;            ;CHClNO             ;0,04;  орг.зап.        ;4
1295; Цихлогексилкарбамид                             ; 698-90-8   ;CHNO               ;3;    общ.          ;4
1296; N-(Циклогексил)тио1Н-изоиндол- 1,3(2Н)-дион;17796-82-6  ;CHNOS              ;0,06;  орг.зап.        ;4
1297; Циклопентанон-2-карбоксибутан-1                 ;            ;СНО                ;0,1;    общ.          ;4
1298; Цинк                                            ;7440-66-6   ;Zn                 ;1;    общ.          ;3
1299; 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11, 11-Эйкозафторундекан-1-ол  ; 307-70-0   ;CHFO               ;0,5;  орг.зап.        ;3
1300; Экозоль-401                                     ;            ;                   ;0,25;  орг.мутн.       ;3
1301; Эмукрил С                                       ;            ;                   ;5;  орг.пена        ;3
1302; Эпамин 06                                       ;            ;                   ;2;    общ.          ;3
1303; ЭПН-5                                           ;            ;                   ;0,2;  орг.пена        ;4
1304; 1,2-Эпоксипропан                                ; 75-56-9    ;СНО                ;0,01;    с.-т.         ;2
1305; 2,3-Эпоксипропил-2-метилпроп-2-еноат            ; 106-91-2   ;СНО                ;0,09;    общ.          ;3
1306; Этан-1,2-диилбис(дитиокарбамат) цинка           ;12122-67-7  ;CHNSZn             ;0,3;  орг.мутн.       ;3
1307; Этан-1,2-диилбис(карбамодитионат) диаммония                                       ;            ;CHNS               ;0,04;  орг.зап.        ;3
1308; N,N`-Этан-1,2-диилбис[N- (карбоксиметил)глицин]    ; 60-00-4    ;CHNO               ;0,2;    с.-т.         ;2
1309; Этандиовая кислота                              ; 144-62-7   ;CHO                ;0,5;    общ.          ;3
1310; Этан-1,2-диол                                   ; 107-21-1   ;СНО                ;1;    с.-т.         ;3
1311; Этан-1,1-диолдиацетат                           ; 542-10-9   ;СНО                ;0,6;    с.-т.         ;2
1312; Этановая кислота                                ; 64-19-7    ;СНО                ;1;    общ.          ;4
1313; Этен                                            ; 74-85-1    ;CH                 ;0,5;  орг.зап.        ;3
1314; Этенбис(тиогликолят)диоктилолово                ;            ;CHOSSn             ;0,002;    с.-т.         ;2
1315; 2,2`-(1,2-Этендиил)бис[2- аминобензолсульфоновая кислота]; 81-11-8    ;CHNOS              ;2;    общ.          ;4
1316; (2,2`-(1,2-Этендиил)бис(5- нитробензолсульфоновая кислота]; 128-42-7   ;CHNOS              ;3;    общ.          ;4
1317; Этенилацетат                                    ; 108-05-4   ;СНО                ;0,2;    с.-т.         ;2
1318; Этенилбензол                                    ; 100-42-5   ;СН                 ;0,02`      ;    с.-т.         ;1
1319; 2-(Этенилокси)этанамин                          ;7336-29-0   ;CHNO               ;0,006;  орг.зап.        ;3
1320; Этенилсиликат натрия                            ;            ;CHNaOSi            ;2;    орг.          ;3
1321; Этиламин                                        ; 75-04-7    ;CHN                ;0,5;  орг.зап.        ;3
1322; (Этиламино)бензол                               ; 103-69-5   ;CHN                ;1,5;  орг.зап.        ;3
1323; (DL)-Этил-2-амино-N-(3,4- дихлорфенил)пропаноат;22212-58-4  ;CHClNO             ;0,1;    общ.          ;4
1324; Этилацетат                                      ; 141-78-6   ;CHO                ;0,2;    с.-т.         ;2
1325; (DL)-Этил-N-бензоил-N-(3,4- дихлорфенил)-2-аминопропаноат;22212-55-1  ;CHClNO             ;1;    с.-т.         ;2
1326; Этилбензол                                      ; 100-41-4   ;CH                 ;0,01; орг.привк.       ;4
1327; N-Этилбутан-1-амин                              ;13360-63-9  ;CHN                ;0,5; орг.привк.       ;3
1328; S-Этил-N-гексагидро-1Н-азепин-1- тиокарбонат;2212-67-1   ;CHNOS              ;0,07;  орг.зап.        ;4
1329; 2-Этилгексан-1-ол                               ; 104-76-7   ;CHO                ;0,15;    общ.          ;3
1330; 2-Этилгексеналь                                 ;26266-68-2  ;CHO                ;0,2;  орг.зап.        ;4
1331; (2-Этилгексил)проп-2-еноат                      ;            ;CHO                ;0,02;  орг.зап.        ;3
1332; (2-Этилгексил)сульфат натрия                    ; 126-92-1   ;CHNaO              ;5; орг.привк.       ;4
1333; Этил-2-гадроксипропаноат                        ; 97-64-3    ;СНО                ;0,4;    с.-т.         ;3
1334; Этил-3,3-диметил-4,6,6-трихлоргекс-5-еноат      ;59897-92-6  ;CHClO              ;0,008;  орг.зап.        ;3
1335; S-Этилдипропилтиокарбамат                       ; 759-94-4   ;CHNOS              ;0,1;  орг.зап.        ;3
1336; O-Этилдитиокарбонат калия                       ; 140-89-6   ;CHKOS              ;0,1;  орг.зап.        ;4
1337; O-Этилдихлортиофосфат                           ;1498-64-2   ;CHClOPS            ;0,02;  орг.зап.        ;4
1338; Этил-3-метилбут-2-еноат                         ; 638-10-8   ;CHO                ;0,4;  орг.зап.        ;3
1339; N-Этил-N-метилсульфамидо-2-(1,4- фенилендиамин)дисульфат;            ;CHNOS + HOS        ;0,1;    с.-т.         ;2
1340; Этилпроп-2-еноат                                ; 140-88-5   ;CHO                ;0,005;  орг.зап.        ;4
1341; Этилсиликат натрия                              ;            ;                   ;2;  орг.мутн.       ;3
1342; Этил-[3-[[(фениламино)карбонил]окси]фенил]карбамат                                              ;13684-56-5  ;CHNO               ;5;    общ.          ;3
1343; Этил-2-хлорацетоацетат                          ; 609-15-4   ;CHClO              ;0,5;    общ.          ;3
1344; N-Этилциклогексиламин                           ;5459-93-8   ;CHN                ;0,5;    общ.          ;3
1345; N-Этилциклогексиламин гидрохлорид               ;            ;CHN+ClH            ;0,1;    с.-т.         ;4
1346; N-Этилциклогексиламин N-этилциклогексилтиокарбамат                           ;            ;CHNOS              ;4;    с.-т.         ;2
1347; N-Этилэтанамин гидрохлорид                      ; 660-68-4   ;CHN+ClH            ;0,25;  орг.зап.        ;4
1348; N-Этилэтанамин нитрат                           ;27096-30-6  ;CHN+HNO            ;0,1;    общ.          ;4
